date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:03:28	98024/98024	---M--	200	added ('OK')	font/woff	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont3e6e.woff	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/font-awesome.min.css)
19:03:29	3113/3113	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/close.png	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/close.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/lightbox.min.css)
19:03:29	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont3e6e.svg	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/font-awesome.min.css)
19:03:29	8476/8476	---M--	200	added ('OK')	image/gif	date:Mon,%2029%20Oct%202018%2019:27:34%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/loading.gif	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/loading.gif	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/lightbox.min.css)
19:03:29	165548/165548	---M--	200	added ('OK')	font/ttf	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/fontawesome-webfont3e6e.ttf	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/font-awesome.min.css)
19:03:29	3203/3203	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:34%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/prev.png	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/prev.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/lightbox.min.css)
19:03:29	3204/3204	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:34%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/next.png	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/next.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/lightbox.min.css)
19:03:30	8176/8176	---M--	200	added ('OK')	font/otf	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/Anurati-Regular.otf	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/fonts/Anurati-Regular.otf	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/style.css)
19:03:30	1012/1012	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:00%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/bg.png	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/bg.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/style.css)
19:03:31	48796/48796	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Oct%202018%2019:27:34%20GMT	https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/modal_header_bg.png	C:/Users/saisr/Desktop/Sites/RaviParticles/www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/images/modal_header_bg.png	(from https://www.atypicalthemes.com/portfolio/strider_demo/pages/StriderDark/Particles/css/style.css)
